rank,n,D,seed,margin,points,sharp,method,budget,passes,err,raw_sum,seconds,truth_m,truth_vs_scramble,truth_vs_mc
3,8,0.05,3,4.0,257,18.834085254752218,winning default rule,8192,8192,9.458555726907236e-05,,0.30920158300000367,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed Gauss-Hermite Q=15,1317,1317,0.025259379732955167,,0.04814045900002384,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed Gauss-Hermite Q=41,6283,6283,0.010987951326201839,,0.22756249999997635,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed scrambled Sobol 2^7,128,128,0.013899640704872818,,0.006452374999980748,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed scrambled Sobol 2^9,512,512,0.004477755547744461,,0.020834166999975423,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed scrambled Sobol 2^11,2048,2048,0.0008547357126817978,,0.07521987500012983,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,fixed scrambled Sobol 2^13,8192,8192,9.458555726907236e-05,,0.30412875000001804,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=128 (raw),128,0,0.0027612662108180697,0.9937902065120621,0.0010647500000686705,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=128 (normalised),128,0,0.0009602376773060195,,0.0010647500000686705,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=512 (raw),512,0,0.0022096461464207184,0.9974541497634202,0.0022483750001356384,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=512 (normalised),512,0,0.0010470022717882776,,0.0022483750001356384,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=2048 (raw),2048,0,0.0002937868340792682,0.9996334266251931,0.004997417000140558,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=2048 (normalised),2048,0,0.0002121606365929063,,0.004997417000140558,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=8192 (raw),8192,0,0.0003126625185369547,0.9997038555013885,0.014114458999983981,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=8192 (normalised),8192,0,0.0001771610699295989,,0.014114458999983981,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=32768 (raw),32768,0,4.78541498091789e-05,0.9999334588046627,0.050048250999907395,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,qmc_ghk (runner contrasts) B=32768 (normalised),32768,0,1.7397475201241797e-05,,0.050048250999907395,20,3.7506722914693036e-06,0.0001634207971357715
3,8,0.05,3,4.0,257,18.834085254752218,Hybrid A per-winner R=32 (raw),32,256,0.017312366954367955,1.0231674834456645,0.6668235829999958,20,3.7506722914693036e-06,0.0001634207971357715
